Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
53,90.0,RM,8472,Grvl,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5.0,5.0,1963.0,1963.0,Gable,CompShg,Wd Sdng,Wd Sdng,Fa,TA,CBlock,104.0,712.0,0.0,816.0,GasA,TA,N,816.0,0.0,0.0,816.0,1.0,0.0,1.0,0.0,2,1.0,TA,5,Typ,0.0,2.0,516.0,Y,106.0,0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,WD,Normal,110000
54,20.0,RL,50271,Pave,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9.0,5.0,1981.0,1987.0,Gable,WdShngl,WdShing,Wd Shng,Gd,TA,CBlock,1810.0,0.0,32.0,1842.0,GasA,Gd,Y,1842.0,0.0,0.0,1842.0,2.0,0.0,0.0,1.0,0,1.0,Gd,5,Typ,1.0,3.0,894.0,Y,857.0,72,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,WD,Normal,385000
55,80.0,RL,7134,Pave,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5.0,5.0,1955.0,1955.0,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,384.0,0.0,0.0,384.0,GasA,TA,Y,1360.0,0.0,0.0,1360.0,0.0,0.0,1.0,0.0,3,1.0,TA,6,Min1,1.0,2.0,572.0,Y,0.0,50,0.0,0.0,0.0,0.0,0.0,2.0,2007.0,WD,Normal,130000
56,20.0,RL,10175,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,5.0,1964.0,1964.0,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,490.0,0.0,935.0,1425.0,GasA,Gd,Y,1425.0,0.0,0.0,1425.0,0.0,0.0,2.0,0.0,3,1.0,TA,7,Typ,1.0,2.0,576.0,Y,0.0,0,0.0,407.0,0.0,0.0,0.0,7.0,2008.0,WD,Normal,180500
57,160.0,FV,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8.0,5.0,1999.0,2000.0,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,649.0,0.0,321.0,970.0,GasA,Ex,Y,983.0,756.0,0.0,1739.0,1.0,0.0,2.0,1.0,3,1.0,Gd,7,Typ,0.0,2.0,480.0,Y,115.0,0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,WD,Abnorml,172500
58,60.0,RL,11645,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0.0,0.0,860.0,860.0,GasA,Ex,Y,860.0,860.0,0.0,1720.0,0.0,0.0,2.0,1.0,3,1.0,Gd,7,Typ,0.0,2.0,565.0,Y,0.0,70,0.0,0.0,0.0,0.0,0.0,8.0,2006.0,WD,Normal,196500
59,60.0,RL,13682,Pave,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10.0,5.0,2006.0,2006.0,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,0.0,0.0,1410.0,1410.0,GasA,Ex,Y,1426.0,1519.0,0.0,2945.0,0.0,0.0,3.0,1.0,3,1.0,Gd,10,Typ,1.0,3.0,641.0,Y,192.0,0,37.0,0.0,0.0,0.0,0.0,10.0,2006.0,New,Partial,438780
60,20.0,RL,7200,Pave,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,7.0,1972.0,1972.0,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,632.0,0.0,148.0,780.0,GasA,Ex,Y,780.0,0.0,0.0,780.0,0.0,0.0,1.0,0.0,2,1.0,TA,4,Typ,0.0,1.0,352.0,Y,196.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,WD,Normal,124900
61,20.0,RL,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,941.0,0.0,217.0,1158.0,GasA,Ex,Y,1158.0,0.0,0.0,1158.0,1.0,0.0,1.0,1.0,3,1.0,Gd,5,Typ,0.0,2.0,576.0,Y,0.0,50,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,New,Partial,158000
62,75.0,RM,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5.0,7.0,1920.0,1996.0,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,0.0,0.0,530.0,530.0,GasA,TA,N,581.0,530.0,0.0,1111.0,0.0,0.0,1.0,0.0,3,1.0,Fa,6,Typ,0.0,1.0,288.0,N,0.0,0,144.0,0.0,0.0,0.0,0.0,3.0,2007.0,WD,Normal,101000
63,120.0,RL,6442,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,24.0,0.0,1346.0,1370.0,GasA,Ex,Y,1370.0,0.0,0.0,1370.0,0.0,0.0,2.0,0.0,2,1.0,Gd,6,Typ,1.0,2.0,484.0,Y,120.0,49,0.0,0.0,0.0,0.0,0.0,10.0,2007.0,WD,Normal,202500
64,70.0,RM,10300,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7.0,6.0,1921.0,1950.0,Gable,CompShg,Stucco,Stucco,TA,TA,BrkTil,0.0,0.0,576.0,576.0,GasA,Gd,Y,902.0,808.0,0.0,1710.0,0.0,0.0,2.0,0.0,3,1.0,TA,9,Typ,0.0,2.0,480.0,Y,12.0,11,64.0,0.0,0.0,0.0,0.0,4.0,2010.0,WD,Normal,140000
65,60.0,RL,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,1997.0,1998.0,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,739.0,0.0,318.0,1057.0,GasA,Ex,Y,1057.0,977.0,0.0,2034.0,1.0,0.0,2.0,1.0,3,1.0,Gd,8,Typ,0.0,2.0,645.0,Y,576.0,36,0.0,0.0,0.0,0.0,0.0,2.0,2009.0,WD,Normal,219500
66,60.0,RL,9591,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8.0,5.0,2004.0,2005.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0.0,0.0,1143.0,1143.0,GasA,Ex,Y,1143.0,1330.0,0.0,2473.0,0.0,0.0,2.0,1.0,4,1.0,Gd,9,Typ,1.0,3.0,852.0,Y,192.0,151,0.0,0.0,0.0,0.0,0.0,10.0,2007.0,WD,Normal,317000
67,20.0,RL,19900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7.0,5.0,1970.0,1989.0,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,912.0,0.0,1035.0,1947.0,GasA,TA,Y,2207.0,0.0,0.0,2207.0,1.0,0.0,2.0,0.0,3,1.0,TA,7,Min1,1.0,2.0,576.0,Y,301.0,0,0.0,0.0,0.0,0.0,0.0,7.0,2010.0,WD,Normal,180000
68,20.0,RL,10665,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1013.0,0.0,440.0,1453.0,GasA,Ex,Y,1479.0,0.0,0.0,1479.0,1.0,0.0,2.0,0.0,3,1.0,Gd,7,Typ,0.0,2.0,558.0,Y,144.0,29,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,WD,Normal,226000
69,30.0,RM,4608,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4.0,6.0,1945.0,1950.0,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,0.0,0.0,747.0,747.0,GasA,TA,Y,747.0,0.0,0.0,747.0,0.0,0.0,1.0,0.0,2,1.0,TA,4,Typ,0.0,1.0,220.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,WD,Normal,80000
70,50.0,RL,15593,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7.0,4.0,1953.0,1953.0,Gable,CompShg,BrkFace,AsbShng,Gd,TA,CBlock,603.0,0.0,701.0,1304.0,GasW,TA,Y,1304.0,983.0,0.0,2287.0,0.0,0.0,2.0,0.0,3,1.0,TA,7,Typ,1.0,2.0,667.0,Y,0.0,21,114.0,0.0,0.0,0.0,0.0,7.0,2006.0,WD,Normal,225000
71,20.0,RL,13651,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7.0,6.0,1973.0,1973.0,Gable,CompShg,Plywood,Plywood,TA,Gd,CBlock,1880.0,0.0,343.0,2223.0,GasA,Ex,Y,2223.0,0.0,0.0,2223.0,1.0,0.0,2.0,0.0,3,1.0,TA,8,Typ,2.0,2.0,516.0,Y,300.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2007.0,WD,Normal,244000
72,20.0,RL,7599,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4.0,6.0,1982.0,2006.0,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,565.0,0.0,280.0,845.0,GasA,TA,Y,845.0,0.0,0.0,845.0,1.0,0.0,1.0,0.0,2,1.0,TA,4,Typ,0.0,2.0,360.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,WD,Normal,129500
73,60.0,RL,10141,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,1998.0,1998.0,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0.0,0.0,832.0,832.0,GasA,Gd,Y,885.0,833.0,0.0,1718.0,0.0,0.0,2.0,1.0,3,1.0,TA,7,Typ,1.0,2.0,427.0,Y,0.0,94,0.0,0.0,291.0,0.0,0.0,12.0,2009.0,WD,Normal,185000
74,20.0,RL,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,7.0,1954.0,2003.0,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,320.0,362.0,404.0,1086.0,GasA,Gd,Y,1086.0,0.0,0.0,1086.0,1.0,0.0,1.0,0.0,3,1.0,TA,6,Typ,0.0,2.0,490.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,WD,Normal,144900
75,50.0,RM,5790,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3.0,6.0,1915.0,1950.0,Gambrel,CompShg,VinylSd,VinylSd,Gd,Gd,CBlock,0.0,0.0,840.0,840.0,GasA,Gd,N,840.0,765.0,0.0,1605.0,0.0,0.0,2.0,0.0,3,2.0,TA,8,Typ,0.0,1.0,379.0,Y,0.0,0,202.0,0.0,0.0,0.0,0.0,5.0,2010.0,WD,Normal,107400
76,180.0,RM,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4.0,5.0,1973.0,1973.0,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,462.0,0.0,0.0,462.0,GasA,TA,Y,526.0,462.0,0.0,988.0,1.0,0.0,1.0,0.0,2,1.0,TA,5,Typ,0.0,1.0,297.0,Y,120.0,101,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,WD,Normal,91000
77,20.0,RL,8475,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4.0,7.0,1956.0,1956.0,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,228.0,0.0,724.0,952.0,GasA,Ex,Y,952.0,0.0,0.0,952.0,0.0,0.0,1.0,0.0,2,1.0,TA,4,Typ,0.0,1.0,283.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,2008.0,WD,Normal,135750
78,50.0,RM,8635,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5.0,,1948.0,2001.0,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,336.0,41.0,295.0,672.0,GasA,TA,Y,1072.0,213.0,0.0,1285.0,1.0,0.0,1.0,0.0,2,1.0,TA,6,Min1,0.0,1.0,240.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,WD,Normal,127000
79,90.0,RL,10778,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4.0,5.0,1968.0,1968.0,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,0.0,0.0,1768.0,1768.0,GasA,TA,N,1768.0,0.0,0.0,1768.0,0.0,0.0,2.0,0.0,4,2.0,TA,8,Typ,0.0,0.0,0.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,WD,Normal,136500
80,50.0,RM,10440,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5.0,6.0,1910.0,1981.0,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,0.0,0.0,440.0,440.0,GasA,Gd,Y,682.0,548.0,0.0,1230.0,0.0,0.0,1.0,1.0,2,1.0,TA,5,Typ,0.0,2.0,440.0,Y,74.0,0,128.0,0.0,0.0,0.0,0.0,5.0,2009.0,WD,Normal,110000
81,60.0,RL,13000,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6.0,6.0,1968.0,1968.0,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,448.0,0.0,448.0,896.0,GasA,TA,Y,1182.0,960.0,0.0,2142.0,0.0,0.0,2.0,1.0,4,1.0,Gd,8,Typ,1.0,1.0,509.0,Y,0.0,72,0.0,0.0,252.0,0.0,0.0,6.0,2009.0,WD,Normal,193500
82,120.0,RM,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6.0,5.0,1998.0,1998.0,Hip,CompShg,VinylSd,VinylSd,TA,Gd,PConc,1201.0,0.0,36.0,1237.0,GasA,Ex,Y,1337.0,0.0,0.0,1337.0,1.0,0.0,2.0,0.0,2,1.0,TA,5,Typ,0.0,2.0,405.0,Y,0.0,199,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,WD,Normal,153500
83,20.0,RL,10206,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,33.0,0.0,1530.0,1563.0,GasA,Ex,Y,1563.0,0.0,0.0,1563.0,0.0,0.0,2.0,0.0,3,1.0,Gd,6,Typ,1.0,3.0,758.0,Y,144.0,99,0.0,0.0,0.0,0.0,0.0,10.0,2008.0,WD,Normal,245000
84,20.0,RL,8892,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1960.0,1960.0,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,0.0,0.0,1065.0,1065.0,GasA,Gd,Y,1065.0,0.0,0.0,1065.0,0.0,0.0,1.0,1.0,3,1.0,TA,6,Typ,0.0,2.0,461.0,Y,74.0,0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,COD,Normal,126500
85,80.0,RL,8530,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7.0,5.0,1995.0,1996.0,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,0.0,0.0,384.0,384.0,GasA,Gd,Y,804.0,670.0,0.0,1474.0,0.0,0.0,2.0,1.0,3,1.0,TA,7,Typ,1.0,2.0,400.0,Y,120.0,72,0.0,0.0,0.0,0.0,700.0,5.0,2009.0,WD,Normal,168500
86,60.0,RL,16059,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8.0,5.0,1991.0,1992.0,Hip,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,0.0,0.0,1288.0,1288.0,GasA,Ex,Y,1301.0,1116.0,0.0,2417.0,0.0,0.0,2.0,1.0,4,1.0,Gd,9,Typ,1.0,2.0,462.0,Y,127.0,82,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,WD,Normal,260000
87,60.0,RL,11911,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0.0,0.0,684.0,684.0,GasA,Ex,Y,684.0,876.0,0.0,1560.0,0.0,0.0,2.0,1.0,3,1.0,Gd,6,Typ,1.0,2.0,400.0,Y,100.0,38,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,WD,Normal,174000
88,160.0,FV,3951,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6.0,5.0,2009.0,2009.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0.0,0.0,612.0,612.0,GasA,Ex,Y,612.0,612.0,0.0,1224.0,0.0,0.0,2.0,1.0,2,1.0,Gd,4,Typ,0.0,2.0,528.0,Y,0.0,234,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,New,Partial,164500
89,50.0,C (all),8470,Pave,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3.0,2.0,1915.0,1982.0,Hip,CompShg,Plywood,Plywood,Fa,Fa,CBlock,0.0,0.0,1013.0,1013.0,GasA,TA,N,1013.0,0.0,513.0,1526.0,0.0,0.0,1.0,0.0,2,1.0,Fa,6,Typ,0.0,0.0,0.0,N,0.0,0,156.0,0.0,0.0,0.0,0.0,10.0,2009.0,ConLD,Abnorml,85000
90,20.0,RL,8070,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4.0,5.0,1994.0,1995.0,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,588.0,0.0,402.0,990.0,GasA,Ex,Y,990.0,0.0,0.0,990.0,1.0,0.0,1.0,0.0,3,1.0,TA,5,Typ,0.0,0.0,0.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,WD,Normal,123600
91,20.0,RL,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4.0,5.0,1950.0,1950.0,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,Slab,0.0,0.0,0.0,0.0,GasA,TA,Y,1040.0,0.0,0.0,1040.0,0.0,0.0,1.0,0.0,2,1.0,TA,4,Typ,0.0,2.0,420.0,Y,0.0,29,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,WD,Normal,109900
92,20.0,RL,8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,3.0,1961.0,1961.0,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,600.0,0.0,635.0,1235.0,GasA,TA,Y,1235.0,0.0,0.0,1235.0,0.0,0.0,1.0,0.0,2,1.0,TA,6,Typ,0.0,2.0,480.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,2006.0,WD,Abnorml,98600
93,30.0,RL,13360,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5.0,7.0,1921.0,2006.0,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,BrkTil,713.0,0.0,163.0,876.0,GasA,Ex,Y,964.0,0.0,0.0,964.0,1.0,0.0,1.0,0.0,2,1.0,TA,5,Typ,0.0,2.0,432.0,Y,0.0,0,44.0,0.0,0.0,0.0,0.0,8.0,2009.0,WD,Normal,163500
94,190.0,C (all),7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6.0,6.0,1910.0,1998.0,Hip,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,1046.0,0.0,168.0,1214.0,GasW,Ex,N,1260.0,1031.0,0.0,2291.0,0.0,1.0,2.0,0.0,4,2.0,TA,9,Typ,1.0,2.0,506.0,Y,0.0,0,0.0,0.0,99.0,0.0,0.0,11.0,2007.0,WD,Normal,133900
95,60.0,RL,9337,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6.0,5.0,1997.0,1997.0,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,648.0,0.0,176.0,824.0,GasA,Ex,Y,905.0,881.0,0.0,1786.0,1.0,0.0,2.0,1.0,3,1.0,Gd,7,Typ,0.0,2.0,684.0,Y,0.0,162,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,WD,Normal,204750
96,60.0,RL,9765,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,8.0,1993.0,1993.0,Gable,CompShg,VinylSd,VinylSd,Ex,Gd,PConc,310.0,0.0,370.0,680.0,GasA,Gd,Y,680.0,790.0,0.0,1470.0,0.0,0.0,2.0,1.0,3,1.0,TA,6,Typ,1.0,2.0,420.0,Y,232.0,63,0.0,0.0,0.0,0.0,480.0,4.0,2009.0,WD,Normal,185000
97,20.0,RL,10264,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,1999.0,1999.0,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1162.0,0.0,426.0,1588.0,GasA,Ex,Y,1588.0,0.0,0.0,1588.0,0.0,0.0,2.0,0.0,3,1.0,Gd,6,Typ,0.0,2.0,472.0,Y,158.0,29,0.0,0.0,0.0,0.0,0.0,8.0,2006.0,WD,Normal,214000
98,20.0,RL,10921,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4.0,5.0,1965.0,1965.0,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,520.0,0.0,440.0,960.0,GasA,TA,Y,960.0,0.0,0.0,960.0,1.0,0.0,1.0,0.0,3,1.0,TA,6,Typ,0.0,1.0,432.0,P,120.0,0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,WD,Normal,94750
99,30.0,RL,10625,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,5.0,1920.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,108.0,0.0,350.0,458.0,GasA,Fa,N,835.0,0.0,0.0,835.0,0.0,0.0,1.0,0.0,2,1.0,TA,5,Typ,0.0,1.0,366.0,Y,0.0,0,77.0,0.0,0.0,0.0,400.0,5.0,2010.0,COD,Abnorml,83000
100,20.0,RL,9320,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4.0,5.0,1959.0,1959.0,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,569.0,0.0,381.0,,GasA,Fa,Y,1225.0,0.0,0.0,1225.0,1.0,0.0,1.0,1.0,3,1.0,TA,6,Typ,0.0,0.0,0.0,Y,352.0,0,0.0,0.0,0.0,0.0,400.0,1.0,2010.0,WD,Normal,128950
101,20.0,RL,10603,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6.0,7.0,1977.0,2001.0,Gable,CompShg,Plywood,Plywood,TA,TA,PConc,1200.0,0.0,410.0,1610.0,GasA,Gd,Y,1610.0,0.0,0.0,1610.0,1.0,0.0,2.0,0.0,3,1.0,Gd,6,Typ,2.0,2.0,480.0,Y,168.0,68,0.0,0.0,0.0,0.0,0.0,2.0,2010.0,WD,Normal,205000
102,60.0,RL,9206,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6.0,5.0,1985.0,1985.0,Gable,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,0.0,0.0,741.0,741.0,GasA,TA,Y,977.0,755.0,0.0,1732.0,0.0,0.0,2.0,1.0,3,1.0,Gd,7,Typ,1.0,2.0,476.0,Y,192.0,46,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,WD,Normal,178000
103,90.0,RL,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5.0,5.0,1979.0,1979.0,Gable,CompShg,HdBoard,HdBoard,TA,Fa,Slab,0.0,0.0,0.0,0.0,GasA,TA,Y,1535.0,0.0,0.0,1535.0,0.0,0.0,2.0,0.0,4,2.0,TA,8,Typ,0.0,2.0,410.0,Y,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,WD,Alloca,118964
104,20.0,RL,10402,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2009.0,2009.0,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0.0,0.0,1226.0,1226.0,GasA,Ex,Y,1226.0,0.0,0.0,1226.0,0.0,0.0,2.0,0.0,3,1.0,Gd,6,Typ,0.0,3.0,740.0,Y,0.0,36,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,WD,Normal,198900
105,50.0,RM,7758,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7.0,4.0,1931.0,1950.0,Gable,CompShg,Stucco,Stucco,TA,Fa,PConc,224.0,0.0,816.0,1040.0,GasA,Ex,Y,1226.0,592.0,0.0,1818.0,0.0,0.0,1.0,1.0,4,1.0,TA,7,Typ,2.0,1.0,240.0,Y,0.0,0,0.0,0.0,184.0,0.0,0.0,6.0,2007.0,WD,Normal,169500
106,60.0,FV,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8.0,5.0,2003.0,2004.0,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0.0,0.0,1053.0,1053.0,GasA,Ex,Y,1053.0,939.0,0.0,1992.0,0.0,0.0,2.0,1.0,3,1.0,Gd,9,Typ,1.0,2.0,648.0,Y,140.0,45,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,WD,Normal,250000
